0,5,1.8066794,['Target'],475266,,,MeanRT participant 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,10,1.0618245,target,40216,,,,,,,,,,,22,5,1.4068214,target,299816,,,,,,,,,,,,,,,,,,,,
175,5,1.057004,,40216,,,,,,,,,,,23,10,1.8598865,target,299816,,,,,,,,,,,,,,,,,,,,
176,10,1.2591317,target,40216,,,,,,,,,,,24,5,1.6247592,target,299816,,,,,,,,,,,,,,,,,,,,
177,5,1.0225311,target,40216,,,,,,,,,,,25,5,1.2537548,target,299816,,,,,,,,,,,,,,,,,,,,
178,5,0.9548746,target,40216,,,,,,,,,,,26,10,1.2608345,target,299816,,,,,,,,,,,,,,,,,,,,
179,5,0.8716277,target,40216,,,,,,,,,,,27,10,1.3145775,target,299816,,,,,,,,,,,,,,,,,,,,
180,5,1.0186736,target,40216,,,,,,,,,,,28,5,1.7633031,target,299816,,,,,,,,,,,,,,,,,,,,
181,10,1.1744939,target,40216,,,,,,,,,,,29,5,1.355611,target,299816,,,,,,,,,,,,,,,,,,,,
182,5,1.0048414,target,40216,,,,,,,,,,,30,5,1.6668462,target,299816,,,,,,,,,,,,,,,,,,,,
183,10,0.4092475,,40216,,,,,,,,,,,31,10,1.6582486,target,299816,,,,,,,,,,,,,,,,,,,,
184,10,1.5116271,target,40216,,,,,,,,,,,32,5,1.5032464,target,299816,,,,,,,,,,,,,,,,,,,,
185,10,2.2448285,target,40216,,,,,,,,,,,33,5,1.2498216,target,299816,,,,,,,,,,,,,,,,,,,,
186,10,1.3616836,target,40216,,,,,,,,,,,34,10,1.3824666,target,299816,,,,,,,,,,,,,,,,,,,,
187,5,1.2068611,,40216,,,,,,,,,,,35,10,2.9353618,target,299816,,,,,,,,,,,,,,,,,,,,
188,10,1.1775923,,40216,,,,,,,,,,,36,10,1.9201887,target,299816,,,,,,,,,,,,,,,,,,,,
189,5,1.1721662,target,40216,,,,,,,,,,,37,10,1.4462027,target,299816,,,,,,,,,,,,,,,,,,,,
190,5,1.2557216,,40216,,,,,,,,,,,38,5,2.2295365,target,299816,,,,,,,,,,,,,,,,,,,,
191,5,1.0386023,,40216,,,,,,,,,,,39,10,1.5277259,target,299816,,,,,,,,,,,,,,,,,,,,
192,5,1.4871389,,40216,,,,,,,,,,,40,10,2.3272599,target,299816,,,,,,,,,,,,,,,,,,,,
193,10,2.0632422,target,40216,,,,,,,,,,,41,5,2.6883519,target,299816,,,,,,,,,,,,,,,,,,,,
194,5,1.0536923,target,40216,,,,,,,,,,,42,5,1.6086594,target,299816,,,,,,,,,,,,,,,,,,,,
195,5,1.0723024,target,40216,,,,,,,,,,,43,10,1.1427795,target,299816,,,,,,,,,,,,,,,,,,,,
196,5,0.9730251,,40216,,,,,,,,,,,44,5,2.1444887,target,299816,,,,,,,,,,,,,,,,,,,,
197,10,1.4451698,,40216,,,,,,,,,,,45,5,1.6819983,target,299816,,,,,,,,,,,,,,,,,,,,
198,10,1.2304297,,40216,,,,,,,,,,,46,10,1.2212514,target,299816,,,,,,,,,,,,,,,,,,,,
199,5,1.0538425,target,40216,,,,,,,,,,,47,5,1.2012791,target,299816,,,,,,,,,,,,,,,,,,,,
0,5,2.0796156,,299816,,,,,,,,,,,48,5,1.4339911,target,299816,,,,,,,,,,,,,,,,,,,,
1,10,1.5882835,target,299816,,,,,,,,,,,49,10,2.4049558,target,299816,,,,,,,,,,,,,,,,,,,,
2,5,1.607346,target,299816,,,,,,,,,,,50,10,2.7425679,target,299816,,,,,,,,,,,,,,,,,,,,
3,10,1.0854932,target,299816,,,,,,,,,,,51,10,1.5318644,target,299816,,,,,,,,,,,,,,,,,,,,
4,5,1.0613948,target,299816,,,,,,,,,,,52,10,1.7760004,target,299816,,,,,,,,,,,,,,,,,,,,
5,10,1.8185055,target,299816,,,,,,,,,,,53,5,2.0576741,target,299816,,,,,,,,,,,,,,,,,,,,
6,5,1.3991873,target,299816,,,,,,,,,,,54,5,1.522962,target,299816,,,,,,,,,,,,,,,,,,,,
7,5,1.600089,,299816,,,,,,,,,,,55,5,2.2160745,target,299816,,,,,,,,,,,,,,,,,,,,
8,10,1.903774,target,299816,,,,,,,,,,,56,10,2.2608318,target,299816,,,,,,,,,,,,,,,,,,,,
9,10,1.6819705,target,299816,,,,,,,,,,,57,5,1.6621362,target,299816,,,,,,,,,,,,,,,,,,,,
10,5,1.3422517,target,299816,,,,,,,,,,,58,10,1.9738994,target,299816,,,,,,,,,,,,,,,,,,,,
11,10,3.0750494,target,299816,,,,,,,,,,,59,5,1.3763602,target,299816,,,,,,,,,,,,,,,,,,,,
12,5,1.6295494,target,299816,,,,,,,,,,,60,5,1.830303,target,299816,,,,,,,,,,,,,,,,,,,,
13,10,1.5119967,target,299816,,,,,,,,,,,61,5,1.6428007,target,299816,,,,,,,,,,,,,,,,,,,,
14,5,1.4494409,target,299816,,,,,,,,,,,62,10,2.1093301,target,299816,,,,,,,,,,,,,,,,,,,,
15,5,1.6498047,target,299816,,,,,,,,,,,63,5,1.2788042,target,299816,,,,,,,,,,,,,,,,,,,,
16,10,1.3627205,target,299816,,,,,,,,,,,64,10,1.1407497,target,299816,,,,,,,,,,,,,,,,,,,,
17,10,2.6260504,target,299816,,,,,,,,,,,65,10,1.2662249,target,299816,,,,,,,,,,,,,,,,,,,,
18,10,1.9028704,target,299816,,,,,,,,,,,66,5,1.5203264,target,299816,,,,,,,,,,,,,,,,,,,,
19,5,1.3769144,target,299816,,,,,,,,,,,67,5,1.6849512,target,299816,,,,,,,,,,,,,,,,,,,,
20,10,1.6784304,,299816,,,,,,,,,,,68,10,2.16548,target,299816,,,,,,,,,,,,,,,,,,,,
21,10,1.2331063,target,299816,,,,,,,,,,,69,10,1.8356805,target,299816,,,,,,,,,,,,,,,,,,,,
22,5,1.4068214,target,299816,,,,,,,,,,,70,5,1.677226,target,299816,,,,,,,,,,,,,,,,,,,,
23,10,1.8598865,target,299816,,,,,,,,,,,71,5,1.2152943,target,299816,,,,,,,,,,,,,,,,,,,,
24,5,1.6247592,target,299816,,,,,,,,,,,72,5,1.535332,target,299816,,,,,,,,,,,,,,,,,,,,
25,5,1.2537548,target,299816,,,,,,,,,,,73,10,1.8667853,target,299816,,,,,,,,,,,,,,,,,,,,
26,10,1.2608345,target,299816,,,,,,,,,,,74,10,2.1141757,target,299816,,,,,,,,,,,,,,,,,,,,
27,10,1.3145775,target,299816,,,,,,,,,,,75,5,1.6495427,target,299816,,,,,,,,,,,,,,,,,,,,
28,5,1.7633031,target,299816,,,,,,,,,,,76,10,2.0164517,target,299816,,,,,,,,,,,,,,,,,,,,
29,5,1.355611,target,299816,,,,,,,,,,,77,5,1.5993882,target,299816,,,,,,,,,,,,,,,,,,,,
30,5,1.6668462,target,299816,,,,,,,,,,,78,10,1.2347386,target,299816,,,,,,,,,,,,,,,,,,,,
31,10,1.6582486,target,299816,,,,,,,,,,,79,10,1.4262606,target,299816,,,,,,,,,,,,,,,,,,,,
32,5,1.5032464,target,299816,,,,,,,,,,,81,10,1.480486,target,299816,,,,,,,,,,,,,,,,,,,,
33,5,1.2498216,target,299816,,,,,,,,,,,82,5,2.765521,target,299816,,,,,,,,,,,,,,,,,,,,
34,10,1.3824666,target,299816,,,,,,,,,,,83,5,1.603573,target,299816,,,,,,,,,,,,,,,,,,,,
35,10,2.9353618,target,299816,,,,,,,,,,,84,5,2.2316388,target,299816,,,,,,,,,,,,,,,,,,,,
36,10,1.9201887,target,299816,,,,,,,,,,,86,5,1.2421101,target,299816,,,,,,,,,,,,,,,,,,,,
37,10,1.4462027,target,299816,,,,,,,,,,,87,5,1.7437255,target,299816,,,,,,,,,,,,,,,,,,,,
38,5,2.2295365,target,299816,,,,,,,,,,,88,10,2.7141013,target,299816,,,,,,,,,,,,,,,,,,,,
39,10,1.5277259,target,299816,,,,,,,,,,,89,10,2.0774908,target,299816,,,,,,,,,,,,,,,,,,,,
40,10,2.3272599,target,299816,,,,,,,,,,,90,5,1.5017644,target,299816,,,,,,,,,,,,,,,,,,,,
41,5,2.6883519,target,299816,,,,,,,,,,,91,10,1.6441185,target,299816,,,,,,,,,,,,,,,,,,,,
42,5,1.6086594,target,299816,,,,,,,,,,,93,5,1.495141,target,299816,,,,,,,,,,,,,,,,,,,,
43,10,1.1427795,target,299816,,,,,,,,,,,94,5,1.1052088,target,299816,,,,,,,,,,,,,,,,,,,,
44,5,2.1444887,target,299816,,,,,,,,,,,95,10,1.1734198,target,299816,,,,,,,,,,,,,,,,,,,,
45,5,1.6819983,target,299816,,,,,,,,,,,96,10,1.831387,target,299816,,,,,,,,,,,,,,,,,,,,
46,10,1.2212514,target,299816,,,,,,,,,,,97,5,1.295443,target,299816,,,,,,,,,,,,,,,,,,,,
47,5,1.2012791,target,299816,,,,,,,,,,,98,5,1.4189747,target,299816,,,,,,,,,,,,,,,,,,,,
48,5,1.4339911,target,299816,,,,,,,,,,,99,10,1.296323,target,299816,,,,,,,,,,,,,,,,,,,,
49,10,2.4049558,target,299816,,,,,,,,,,,101,10,2.3625858,target,299816,,,,,,,,,,,,,,,,,,,,
50,10,2.7425679,target,299816,,,,,,,,,,,102,5,1.4690788,target,299816,,,,,,,,,,,,,,,,,,,,
51,10,1.5318644,target,299816,,,,,,,,,,,103,10,1.3661297,target,299816,,,,,,,,,,,,,,,,,,,,
52,10,1.7760004,target,299816,,,,,,,,,,,104,5,1.5025657,target,299816,,,,,,,,,,,,,,,,,,,,
53,5,2.0576741,target,299816,,,,,,,,,,,105,5,1.5049508,target,299816,,,,,,,,,,,,,,,,,,,,
54,5,1.522962,target,299816,,,,,,,,,,,106,10,1.7345287,target,299816,,,,,,,,,,,,,,,,,,,,
55,5,2.2160745,target,299816,,,,,,,,,,,107,10,1.5280624,target,299816,,,,,,,,,,,,,,,,,,,,
56,10,2.2608318,target,299816,,,,,,,,,,,108,5,1.4612078,target,299816,,,,,,,,,,,,,,,,,,,,
57,5,1.6621362,target,299816,,,,,,,,,,,109,5,1.3055197,target,299816,,,,,,,,,,,,,,,,,,,,
58,10,1.9738994,target,299816,,,,,,,,,,,111,5,1.4511376,target,299816,,,,,,,,,,,,,,,,,,,,
59,5,1.3763602,target,299816,,,,,,,,,,,112,5,1.1366694,target,299816,,,,,,,,,,,,,,,,,,,,
60,5,1.830303,target,299816,,,,,,,,,,,113,5,1.2994966,target,299816,,,,,,,,,,,,,,,,,,,,
61,5,1.6428007,target,299816,,,,,,,,,,,114,5,1.0496775,target,299816,,,,,,,,,,,,,,,,,,,,
62,10,2.1093301,target,299816,,,,,,,,,,,115,10,1.1792499,target,299816,,,,,,,,,,,,,,,,,,,,
63,5,1.2788042,target,299816,,,,,,,,,,,116,10,1.232369,target,299816,,,,,,,,,,,,,,,,,,,,
64,10,1.1407497,target,299816,,,,,,,,,,,118,5,1.9619313,target,299816,,,,,,,,,,,,,,,,,,,,
65,10,1.2662249,target,299816,,,,,,,,,,,119,10,1.3143001,target,299816,,,,,,,,,,,,,,,,,,,,
66,5,1.5203264,target,299816,,,,,,,,,,,120,10,2.9984543,target,299816,,,,,,,,,,,,,,,,,,,,
67,5,1.6849512,target,299816,,,,,,,,,,,121,5,2.561689,target,299816,,,,,,,,,,,,,,,,,,,,
68,10,2.16548,target,299816,,,,,,,,,,,122,10,2.0617352,target,299816,,,,,,,,,,,,,,,,,,,,
69,10,1.8356805,target,299816,,,,,,,,,,,123,10,1.4746819,target,299816,,,,,,,,,,,,,,,,,,,,
70,5,1.677226,target,299816,,,,,,,,,,,124,5,1.7037866,target,299816,,,,,,,,,,,,,,,,,,,,
71,5,1.2152943,target,299816,,,,,,,,,,,125,10,1.2886679,target,299816,,,,,,,,,,,,,,,,,,,,
72,5,1.535332,target,299816,,,,,,,,,,,126,10,1.6772656,target,299816,,,,,,,,,,,,,,,,,,,,
73,10,1.8667853,target,299816,,,,,,,,,,,127,5,1.3838757,target,299816,,,,,,,,,,,,,,,,,,,,
74,10,2.1141757,target,299816,,,,,,,,,,,129,10,2.4235146,target,299816,,,,,,,,,,,,,,,,,,,,
75,5,1.6495427,target,299816,,,,,,,,,,,130,5,1.104843,target,299816,,,,,,,,,,,,,,,,,,,,
76,10,2.0164517,target,299816,,,,,,,,,,,131,5,1.482483,target,299816,,,,,,,,,,,,,,,,,,,,
77,5,1.5993882,target,299816,,,,,,,,,,,132,5,1.2706497,target,299816,,,,,,,,,,,,,,,,,,,,
78,10,1.2347386,target,299816,,,,,,,,,,,133,5,1.4982768,target,299816,,,,,,,,,,,,,,,,,,,,
79,10,1.4262606,target,299816,,,,,,,,,,,134,5,1.4083472,target,299816,,,,,,,,,,,,,,,,,,,,
80,10,1.554568,,299816,,,,,,,,,,,135,10,1.7438664,target,299816,,,,,,,,,,,,,,,,,,,,
81,10,1.480486,target,299816,,,,,,,,,,,136,10,2.0641175,target,299816,,,,,,,,,,,,,,,,,,,,
82,5,2.765521,target,299816,,,,,,,,,,,137,5,1.5341668,target,299816,,,,,,,,,,,,,,,,,,,,
83,5,1.603573,target,299816,,,,,,,,,,,138,10,1.3770062,target,299816,,,,,,,,,,,,,,,,,,,,
84,5,2.2316388,target,299816,,,,,,,,,,,139,10,1.2399117,target,299816,,,,,,,,,,,,,,,,,,,,
85,5,1.4217608,,299816,,,,,,,,,,,140,10,2.1297961,target,299816,,,,,,,,,,,,,,,,,,,,
86,5,1.2421101,target,299816,,,,,,,,,,,141,5,1.0844432,target,299816,,,,,,,,,,,,,,,,,,,,
87,5,1.7437255,target,299816,,,,,,,,,,,142,10,2.532171,target,299816,,,,,,,,,,,,,,,,,,,,
88,10,2.7141013,target,299816,,,,,,,,,,,143,5,1.3914223,target,299816,,,,,,,,,,,,,,,,,,,,
89,10,2.0774908,target,299816,,,,,,,,,,,144,10,3.6065364,target,299816,,,,,,,,,,,,,,,,,,,,
90,5,1.5017644,target,299816,,,,,,,,,,,145,10,1.4102901,target,299816,,,,,,,,,,,,,,,,,,,,
91,10,1.6441185,target,299816,,,,,,,,,,,146,10,1.6241361,target,299816,,,,,,,,,,,,,,,,,,,,
92,5,1.5589187,,299816,,,,,,,,,,,147,10,1.8355503,target,299816,,,,,,,,,,,,,,,,,,,,
93,5,1.495141,target,299816,,,,,,,,,,,148,10,1.8224551,target,299816,,,,,,,,,,,,,,,,,,,,
94,5,1.1052088,target,299816,,,,,,,,,,,149,10,1.1689344,target,299816,,,,,,,,,,,,,,,,,,,,
95,10,1.1734198,target,299816,,,,,,,,,,,150,5,1.8986784,target,299816,,,,,,,,,,,,,,,,,,,,
96,10,1.831387,target,299816,,,,,,,,,,,151,5,1.1533765,target,299816,,,,,,,,,,,,,,,,,,,,
97,5,1.295443,target,299816,,,,,,,,,,,152,10,2.0823996,target,299816,,,,,,,,,,,,,,,,,,,,
98,5,1.4189747,target,299816,,,,,,,,,,,153,5,1.3749878,target,299816,,,,,,,,,,,,,,,,,,,,
99,10,1.296323,target,299816,,,,,,,,,,,154,5,1.1510259,target,299816,,,,,,,,,,,,,,,,,,,,
100,10,1.5981157,,299816,,,,,,,,,,,155,5,1.7420722,target,299816,,,,,,,,,,,,,,,,,,,,
101,10,2.3625858,target,299816,,,,,,,,,,,156,10,1.6592448,target,299816,,,,,,,,,,,,,,,,,,,,
102,5,1.4690788,target,299816,,,,,,,,,,,157,10,1.6953756,target,299816,,,,,,,,,,,,,,,,,,,,
103,10,1.3661297,target,299816,,,,,,,,,,,158,10,4.0167948,target,299816,,,,,,,,,,,,,,,,,,,,
104,5,1.5025657,target,299816,,,,,,,,,,,159,10,1.2055666,target,299816,,,,,,,,,,,,,,,,,,,,
105,5,1.5049508,target,299816,,,,,,,,,,,160,5,1.5865056,target,299816,,,,,,,,,,,,,,,,,,,,
106,10,1.7345287,target,299816,,,,,,,,,,,161,10,1.1907401,target,299816,,,,,,,,,,,,,,,,,,,,
107,10,1.5280624,target,299816,,,,,,,,,,,162,10,2.1439531,target,299816,,,,,,,,,,,,,,,,,,,,
108,5,1.4612078,target,299816,,,,,,,,,,,163,5,1.3418692,target,299816,,,,,,,,,,,,,,,,,,,,
109,5,1.3055197,target,299816,,,,,,,,,,,164,10,1.7383114,target,299816,,,,,,,,,,,,,,,,,,,,
110,10,2.1636547,,299816,,,,,,,,,,,165,5,1.4021473,target,299816,,,,,,,,,,,,,,,,,,,,
111,5,1.4511376,target,299816,,,,,,,,,,,166,5,1.820118,target,299816,,,,,,,,,,,,,,,,,,,,
112,5,1.1366694,target,299816,,,,,,,,,,,167,5,1.2196109,target,299816,,,,,,,,,,,,,,,,,,,,
113,5,1.2994966,target,299816,,,,,,,,,,,168,5,1.3878837,target,299816,,,,,,,,,,,,,,,,,,,,
114,5,1.0496775,target,299816,,,,,,,,,,,169,5,2.0977762,target,299816,,,,,,,,,,,,,,,,,,,,
115,10,1.1792499,target,299816,,,,,,,,,,,170,5,1.1215072,target,299816,,,,,,,,,,,,,,,,,,,,
116,10,1.232369,target,299816,,,,,,,,,,,171,5,1.053769,target,299816,,,,,,,,,,,,,,,,,,,,
117,10,2.7973834,,299816,,,,,,,,,,,172,5,1.0792015,target,299816,,,,,,,,,,,,,,,,,,,,
118,5,1.9619313,target,299816,,,,,,,,,,,173,5,1.2161104,target,299816,,,,,,,,,,,,,,,,,,,,
119,10,1.3143001,target,299816,,,,,,,,,,,174,10,1.039769,target,299816,,,,,,,,,,,,,,,,,,,,
120,10,2.9984543,target,299816,,,,,,,,,,,176,10,1.4269496,target,299816,,,,,,,,,,,,,,,,,,,,
121,5,2.561689,target,299816,,,,,,,,,,,178,5,1.0401089,target,299816,,,,,,,,,,,,,,,,,,,,
122,10,2.0617352,target,299816,,,,,,,,,,,179,10,1.9676019,target,299816,,,,,,,,,,,,,,,,,,,,
123,10,1.4746819,target,299816,,,,,,,,,,,180,10,1.064,target,299816,,,,,,,,,,,,,,,,,,,,
124,5,1.7037866,target,299816,,,,,,,,,,,181,5,1.5525615,target,299816,,,,,,,,,,,,,,,,,,,,
125,10,1.2886679,target,299816,,,,,,,,,,,184,10,1.1541798,target,299816,,,,,,,,,,,,,,,,,,,,
126,10,1.6772656,target,299816,,,,,,,,,,,185,10,1.788755,target,299816,,,,,,,,,,,,,,,,,,,,
127,5,1.3838757,target,299816,,,,,,,,,,,187,5,1.1325165,target,299816,,,,,,,,,,,,,,,,,,,,
128,10,1.4074062,,299816,,,,,,,,,,,188,5,1.5993767,target,299816,,,,,,,,,,,,,,,,,,,,
129,10,2.4235146,target,299816,,,,,,,,,,,190,5,1.5066211,target,299816,,,,,,,,,,,,,,,,,,,,
130,5,1.104843,target,299816,,,,,,,,,,,191,10,1.2014488,target,299816,,,,,,,,,,,,,,,,,,,,
131,5,1.482483,target,299816,,,,,,,,,,,192,5,1.1624493,target,299816,,,,,,,,,,,,,,,,,,,,
132,5,1.2706497,target,299816,,,,,,,,,,,193,10,1.6439381,target,299816,,,,,,,,,,,,,,,,,,,,
133,5,1.4982768,target,299816,,,,,,,,,,,194,10,1.6814443,target,299816,,,,,,,,,,,,,,,,,,,,
134,5,1.4083472,target,299816,,,,,,,,,,,195,5,1.6433847,target,299816,,,,,,,,,,,,,,,,,,,,
135,10,1.7438664,target,299816,,,,,,,,,,,196,5,1.0033462,target,299816,,,,,,,,,,,,,,,,,,,,
136,10,2.0641175,target,299816,,,,,,,,,,,197,10,4.3274908,target,299816,,,,,,,,,,,,,,,,,,,,
137,5,1.5341668,target,299816,,,,,,,,,,,198,5,2.3814031,target,299816,,,,,,,,,,,,,,,,,,,,
138,10,1.3770062,target,299816,,,,,,,,,,,199,10,1.5624423,target,299816,,,,,,,,,,,,,,,,,,,,
139,10,1.2399117,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,10,2.1297961,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,5,1.0844432,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,10,2.532171,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,5,1.3914223,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,10,3.6065364,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,10,1.4102901,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,10,1.6241361,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,10,1.8355503,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,10,1.8224551,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,10,1.1689344,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,5,1.8986784,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,5,1.1533765,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,10,2.0823996,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,5,1.3749878,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,5,1.1510259,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,5,1.7420722,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,10,1.6592448,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,10,1.6953756,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,10,4.0167948,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,10,1.2055666,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,5,1.5865056,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,10,1.1907401,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,10,2.1439531,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,5,1.3418692,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,10,1.7383114,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,5,1.4021473,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,5,1.820118,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,5,1.2196109,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,5,1.3878837,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,5,2.0977762,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,5,1.1215072,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,5,1.053769,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,5,1.0792015,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,5,1.2161104,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,10,1.039769,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,5,1.4694032,,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,10,1.4269496,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,5,1.1159304,,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,5,1.0401089,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,10,1.9676019,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,10,1.064,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,5,1.5525615,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,5,1.256454,,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,5,1.046432,,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,10,1.1541798,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,10,1.788755,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,5,1.4466389,,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,5,1.1325165,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,5,1.5993767,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,5,1.2885975,,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,5,1.5066211,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,10,1.2014488,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,5,1.1624493,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,10,1.6439381,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,10,1.6814443,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,5,1.6433847,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,5,1.0033462,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,10,4.3274908,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,5,2.3814031,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,10,1.5624423,target,299816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
